"","index","year","rank_order","countrycode","country_or_area","city_code","urban_agglomeration","note","population_millions","geometry","lon"
"1",1,1950,6,32,"Argentina",20058,"Buenos Aires",1,5.16614,c(-58.400368, -34.605083)
"2",2,1955,5,32,"Argentina",20058,"Buenos Aires",1,5.910271,c(-58.400368, -34.605083)
"3",3,1960,6,32,"Argentina",20058,"Buenos Aires",1,6.761837,c(-58.400368, -34.605083)
"4",4,1965,5,32,"Argentina",20058,"Buenos Aires",1,7.548511,c(-58.400368, -34.605083)
"5",5,1970,5,32,"Argentina",20058,"Buenos Aires",1,8.41617,c(-58.400368, -34.605083)
"6",6,1975,6,32,"Argentina",20058,"Buenos Aires",1,9.143219,c(-58.400368, -34.605083)
"7",7,1980,6,32,"Argentina",20058,"Buenos Aires",1,9.919781,c(-58.400368, -34.605083)
"8",8,1985,7,32,"Argentina",20058,"Buenos Aires",1,10.523442,c(-58.400368, -34.605083)
"9",9,1990,7,32,"Argentina",20058,"Buenos Aires",1,11.147566,c(-58.400368, -34.605083)
"10",10,1995,10,32,"Argentina",20058,"Buenos Aires",1,11.806407,c(-58.400368, -34.605083)
"11",11,2000,11,32,"Argentina",20058,"Buenos Aires",1,12.503871,c(-58.400368, -34.605083)
"12",12,2005,11,32,"Argentina",20058,"Buenos Aires",1,13.32954,c(-58.400368, -34.605083)
"13",13,2010,12,32,"Argentina",20058,"Buenos Aires",1,14.245871,c(-58.400368, -34.605083)
"14",14,2015,12,32,"Argentina",20058,"Buenos Aires",1,14.705533,c(-58.400368, -34.605083)
"15",15,2020,15,32,"Argentina",20058,"Buenos Aires",1,15.153729,c(-58.400368, -34.605083)
"16",16,2025,18,32,"Argentina",20058,"Buenos Aires",1,15.752275,c(-58.400368, -34.605083)
"17",17,2030,20,32,"Argentina",20058,"Buenos Aires",1,16.456115,c(-58.400368, -34.605083)
"18",18,2035,21,32,"Argentina",20058,"Buenos Aires",1,17.127741,c(-58.400368, -34.605083)
"19",19,1950,27,50,"Bangladesh",20119,"Dhaka",2,0.33576,c(90.40744, 23.7104)
"20",20,1955,28,50,"Bangladesh",20119,"Dhaka",2,0.408866,c(90.40744, 23.7104)
"21",21,1960,28,50,"Bangladesh",20119,"Dhaka",2,0.507921,c(90.40744, 23.7104)
"22",22,1965,28,50,"Bangladesh",20119,"Dhaka",2,0.82074,c(90.40744, 23.7104)
"23",23,1970,28,50,"Bangladesh",20119,"Dhaka",2,1.373718,c(90.40744, 23.7104)
"24",24,1975,25,50,"Bangladesh",20119,"Dhaka",2,2.221055,c(90.40744, 23.7104)
"25",25,1980,23,50,"Bangladesh",20119,"Dhaka",2,3.265663,c(90.40744, 23.7104)
"26",26,1985,21,50,"Bangladesh",20119,"Dhaka",2,4.660384,c(90.40744, 23.7104)
"27",27,1990,20,50,"Bangladesh",20119,"Dhaka",2,6.620697,c(90.40744, 23.7104)
"28",28,1995,19,50,"Bangladesh",20119,"Dhaka",2,8.332474,c(90.40744, 23.7104)
"29",29,2000,15,50,"Bangladesh",20119,"Dhaka",2,10.284947,c(90.40744, 23.7104)
"30",30,2005,13,50,"Bangladesh",20119,"Dhaka",2,12.330879,c(90.40744, 23.7104)
"31",31,2010,11,50,"Bangladesh",20119,"Dhaka",2,14.730537,c(90.40744, 23.7104)
"32",32,2015,11,50,"Bangladesh",20119,"Dhaka",2,17.597177,c(90.40744, 23.7104)
"33",33,2020,6,50,"Bangladesh",20119,"Dhaka",2,21.00586,c(90.40744, 23.7104)
"34",34,2025,4,50,"Bangladesh",20119,"Dhaka",2,24.652864,c(90.40744, 23.7104)
"35",35,2030,4,50,"Bangladesh",20119,"Dhaka",2,28.07566,c(90.40744, 23.7104)
"36",36,2035,4,50,"Bangladesh",20119,"Dhaka",2,31.233651,c(90.40744, 23.7104)
"37",37,1950,12,76,"Brazil",20272,"Rio de Janeiro",NA,3.026195,c(-43.2075, -22.90278)
"38",38,1955,12,76,"Brazil",20272,"Rio de Janeiro",NA,3.687344,c(-43.2075, -22.90278)
"39",39,1960,11,76,"Brazil",20272,"Rio de Janeiro",NA,4.493182,c(-43.2075, -22.90278)
"40",40,1965,11,76,"Brazil",20272,"Rio de Janeiro",NA,5.522674,c(-43.2075, -22.90278)
"41",41,1970,11,76,"Brazil",20272,"Rio de Janeiro",NA,6.790519,c(-43.2075, -22.90278)
"42",42,1975,10,76,"Brazil",20272,"Rio de Janeiro",NA,7.733429,c(-43.2075, -22.90278)
"43",43,1980,10,76,"Brazil",20272,"Rio de Janeiro",NA,8.78387,c(-43.2075, -22.90278)
"44",44,1985,10,76,"Brazil",20272,"Rio de Janeiro",NA,9.241709,c(-43.2075, -22.90278)
"45",45,1990,11,76,"Brazil",20272,"Rio de Janeiro",NA,9.697487,c(-43.2075, -22.90278)
"46",46,1995,13,76,"Brazil",20272,"Rio de Janeiro",NA,10.431518,c(-43.2075, -22.90278)
"47",47,2000,13,76,"Brazil",20272,"Rio de Janeiro",NA,11.306768,c(-43.2075, -22.90278)
"48",48,2005,15,76,"Brazil",20272,"Rio de Janeiro",NA,11.831807,c(-43.2075, -22.90278)
"49",49,2010,16,76,"Brazil",20272,"Rio de Janeiro",NA,12.373884,c(-43.2075, -22.90278)
"50",50,2015,17,76,"Brazil",20272,"Rio de Janeiro",NA,12.940796,c(-43.2075, -22.90278)
"51",51,2020,21,76,"Brazil",20272,"Rio de Janeiro",NA,13.458075,c(-43.2075, -22.90278)
"52",52,2025,24,76,"Brazil",20272,"Rio de Janeiro",NA,13.923245,c(-43.2075, -22.90278)
"53",53,2030,25,76,"Brazil",20272,"Rio de Janeiro",NA,14.408259,c(-43.2075, -22.90278)
"54",54,2035,25,76,"Brazil",20272,"Rio de Janeiro",NA,14.81018,c(-43.2075, -22.90278)
"55",55,1950,15,76,"Brazil",20287,"São Paulo",NA,2.334038,c(-46.63611, -23.5475)
"56",56,1955,13,76,"Brazil",20287,"São Paulo",NA,3.043828,c(-46.63611, -23.5475)
"57",57,1960,13,76,"Brazil",20287,"São Paulo",NA,3.969759,c(-46.63611, -23.5475)
"58",58,1965,12,76,"Brazil",20287,"São Paulo",NA,5.49415,c(-46.63611, -23.5475)
"59",59,1970,8,76,"Brazil",20287,"São Paulo",NA,7.62049,c(-46.63611, -23.5475)
"60",60,1975,5,76,"Brazil",20287,"São Paulo",NA,9.614016,c(-46.63611, -23.5475)
"61",61,1980,5,76,"Brazil",20287,"São Paulo",NA,12.089454,c(-46.63611, -23.5475)
"62",62,1985,5,76,"Brazil",20287,"São Paulo",NA,13.394815,c(-46.63611, -23.5475)
"63",63,1990,5,76,"Brazil",20287,"São Paulo",NA,14.77584,c(-46.63611, -23.5475)
"64",64,1995,5,76,"Brazil",20287,"São Paulo",NA,15.913473,c(-46.63611, -23.5475)
"65",65,2000,5,76,"Brazil",20287,"São Paulo",NA,17.014078,c(-46.63611, -23.5475)
"66",66,2005,5,76,"Brazil",20287,"São Paulo",NA,18.288134,c(-46.63611, -23.5475)
"67",67,2010,5,76,"Brazil",20287,"São Paulo",NA,19.659808,c(-46.63611, -23.5475)
"68",68,2015,5,76,"Brazil",20287,"São Paulo",NA,20.883046,c(-46.63611, -23.5475)
"69",69,2020,4,76,"Brazil",20287,"São Paulo",NA,22.043028,c(-46.63611, -23.5475)
"70",70,2025,6,76,"Brazil",20287,"São Paulo",NA,22.990007,c(-46.63611, -23.5475)
"71",71,2030,9,76,"Brazil",20287,"São Paulo",NA,23.824223,c(-46.63611, -23.5475)
"72",72,2035,10,76,"Brazil",20287,"São Paulo",NA,24.490136,c(-46.63611, -23.5475)
"73",73,1950,16,156,"China",20464,"Beijing",3,1.671365,c(116.39723, 39.9075)
"74",74,1955,16,156,"China",20464,"Beijing",3,2.364625,c(116.39723, 39.9075)
"75",75,1960,14,156,"China",20464,"Beijing",3,3.900441,c(116.39723, 39.9075)
"76",76,1965,15,156,"China",20464,"Beijing",3,4.582017,c(116.39723, 39.9075)
"77",77,1970,15,156,"China",20464,"Beijing",3,4.426045,c(116.39723, 39.9075)
"78",78,1975,16,156,"China",20464,"Beijing",3,4.827973,c(116.39723, 39.9075)
"79",79,1980,18,156,"China",20464,"Beijing",3,5.366372,c(116.39723, 39.9075)
"80",80,1985,19,156,"China",20464,"Beijing",3,6.017488,c(116.39723, 39.9075)
"81",81,1990,19,156,"China",20464,"Beijing",3,6.787737,c(116.39723, 39.9075)
"82",82,1995,18,156,"China",20464,"Beijing",3,8.355148,c(116.39723, 39.9075)
"83",83,2000,14,156,"China",20464,"Beijing",3,10.285091,c(116.39723, 39.9075)
"84",84,2005,12,156,"China",20464,"Beijing",3,12.991292,c(116.39723, 39.9075)
"85",85,2010,10,156,"China",20464,"Beijing",3,16.441252,c(116.39723, 39.9075)
"86",86,2015,10,156,"China",20464,"Beijing",3,18.421198,c(116.39723, 39.9075)
"87",87,2020,8,156,"China",20464,"Beijing",3,20.46261,c(116.39723, 39.9075)
"88",88,2025,8,156,"China",20464,"Beijing",3,22.596455,c(116.39723, 39.9075)
"89",89,2030,7,156,"China",20464,"Beijing",3,24.281913,c(116.39723, 39.9075)
"90",90,2035,9,156,"China",20464,"Beijing",3,25.36592,c(116.39723, 39.9075)
"91",91,1950,17,156,"China",20484,"Chongqing",4,1.566966,c(106.55278, 29.56278)
"92",92,1955,18,156,"China",20484,"Chongqing",4,1.913248,c(106.55278, 29.56278)
"93",93,1960,19,156,"China",20484,"Chongqing",4,2.275158,c(106.55278, 29.56278)
"94",94,1965,21,156,"China",20484,"Chongqing",4,2.188064,c(106.55278, 29.56278)
"95",95,1970,23,156,"China",20484,"Chongqing",4,2.237344,c(106.55278, 29.56278)
"96",96,1975,23,156,"China",20484,"Chongqing",4,2.544566,c(106.55278, 29.56278)
"97",97,1980,24,156,"China",20484,"Chongqing",4,2.9614,c(106.55278, 29.56278)
"98",98,1985,25,156,"China",20484,"Chongqing",4,3.44623,c(106.55278, 29.56278)
"99",99,1990,26,156,"China",20484,"Chongqing",4,4.010602,c(106.55278, 29.56278)
"100",100,1995,24,156,"China",20484,"Chongqing",4,5.615367,c(106.55278, 29.56278)
"101",101,2000,22,156,"China",20484,"Chongqing",4,7.862976,c(106.55278, 29.56278)
"102",102,2005,21,156,"China",20484,"Chongqing",4,9.454076,c(106.55278, 29.56278)
"103",103,2010,20,156,"China",20484,"Chongqing",4,11.243667,c(106.55278, 29.56278)
"104",104,2015,16,156,"China",20484,"Chongqing",4,13.372015,c(106.55278, 29.56278)
"105",105,2020,13,156,"China",20484,"Chongqing",4,15.872179,c(106.55278, 29.56278)
"106",106,2025,12,156,"China",20484,"Chongqing",4,18.171198,c(106.55278, 29.56278)
"107",107,2030,14,156,"China",20484,"Chongqing",4,19.649097,c(106.55278, 29.56278)
"108",108,2035,14,156,"China",20484,"Chongqing",4,20.531266,c(106.55278, 29.56278)
"109",109,1950,22,156,"China",20517,"Guangzhou, Guangdong",5,1.048975,c(113.257374, 23.125457)
"110",110,1955,23,156,"China",20517,"Guangzhou, Guangdong",5,1.155063,c(113.257374, 23.125457)
"111",111,1960,23,156,"China",20517,"Guangzhou, Guangdong",5,1.271914,c(113.257374, 23.125457)
"112",112,1965,25,156,"China",20517,"Guangzhou, Guangdong",5,1.400511,c(113.257374, 23.125457)
"113",113,1970,26,156,"China",20517,"Guangzhou, Guangdong",5,1.542151,c(113.257374, 23.125457)
"114",114,1975,28,156,"China",20517,"Guangzhou, Guangdong",5,1.698116,c(113.257374, 23.125457)
"115",115,1980,29,156,"China",20517,"Guangzhou, Guangdong",5,1.869905,c(113.257374, 23.125457)
"116",116,1985,29,156,"China",20517,"Guangzhou, Guangdong",5,2.355566,c(113.257374, 23.125457)
"117",117,1990,29,156,"China",20517,"Guangzhou, Guangdong",5,3.245991,c(113.257374, 23.125457)
"118",118,1995,26,156,"China",20517,"Guangzhou, Guangdong",5,5.035339,c(113.257374, 23.125457)
"119",119,2000,23,156,"China",20517,"Guangzhou, Guangdong",5,7.812008,c(113.257374, 23.125457)
"120",120,2005,22,156,"China",20517,"Guangzhou, Guangdong",5,9.055056,c(113.257374, 23.125457)
"121",121,2010,23,156,"China",20517,"Guangzhou, Guangdong",5,10.278197,c(113.257374, 23.125457)
"122",122,2015,23,156,"China",20517,"Guangzhou, Guangdong",5,11.694882,c(113.257374, 23.125457)
"123",123,2020,22,156,"China",20517,"Guangzhou, Guangdong",5,13.301532,c(113.257374, 23.125457)
"124",124,2025,20,156,"China",20517,"Guangzhou, Guangdong",5,14.878691,c(113.257374, 23.125457)
"125",125,2030,22,156,"China",20517,"Guangzhou, Guangdong",5,16.024165,c(113.257374, 23.125457)
"126",126,2035,22,156,"China",20517,"Guangzhou, Guangdong",5,16.740973,c(113.257374, 23.125457)
"127",127,1950,8,156,"China",20656,"Shanghai",5,4.288091,c(121.45806, 31.22222)
"128",128,1955,7,156,"China",20656,"Shanghai",5,5.712858,c(121.45806, 31.22222)
"129",129,1960,5,156,"China",20656,"Shanghai",5,6.865312,c(121.45806, 31.22222)
"130",130,1965,10,156,"China",20656,"Shanghai",5,6.428131,c(121.45806, 31.22222)
"131",131,1970,13,156,"China",20656,"Shanghai",5,6.052468,c(121.45806, 31.22222)
"132",132,1975,14,156,"China",20656,"Shanghai",5,5.658129,c(121.45806, 31.22222)
"133",133,1980,16,156,"China",20656,"Shanghai",5,5.927898,c(121.45806, 31.22222)
"134",134,1985,15,156,"China",20656,"Shanghai",5,7.09628,c(121.45806, 31.22222)
"135",135,1990,15,156,"China",20656,"Shanghai",5,8.605812,c(121.45806, 31.22222)
"136",136,1995,12,156,"China",20656,"Shanghai",5,11.072063,c(121.45806, 31.22222)
"137",137,2000,8,156,"China",20656,"Shanghai",5,14.246541,c(121.45806, 31.22222)
"138",138,2005,8,156,"China",20656,"Shanghai",5,17.055788,c(121.45806, 31.22222)
"139",139,2010,3,156,"China",20656,"Shanghai",5,20.314309,c(121.45806, 31.22222)
"140",140,2015,3,156,"China",20656,"Shanghai",5,23.482181,c(121.45806, 31.22222)
"141",141,2020,3,156,"China",20656,"Shanghai",5,27.058479,c(121.45806, 31.22222)
"142",142,2025,3,156,"China",20656,"Shanghai",5,30.48214,c(121.45806, 31.22222)
"143",143,2030,3,156,"China",20656,"Shanghai",5,32.869265,c(121.45806, 31.22222)
"144",144,2035,3,156,"China",20656,"Shanghai",5,34.341242,c(121.45806, 31.22222)
"145",145,1950,30,156,"China",20667,"Shenzhen",5,0.003148,c(114.063427, 22.541487)
"146",146,1955,30,156,"China",20667,"Shenzhen",5,0.005112,c(114.063427, 22.541487)
"147",147,1960,30,156,"China",20667,"Shenzhen",5,0.008302,c(114.063427, 22.541487)
"148",148,1965,30,156,"China",20667,"Shenzhen",5,0.01348,c(114.063427, 22.541487)
"149",149,1970,30,156,"China",20667,"Shenzhen",5,0.02189,c(114.063427, 22.541487)
"150",150,1975,30,156,"China",20667,"Shenzhen",5,0.035547,c(114.063427, 22.541487)
"151",151,1980,30,156,"China",20667,"Shenzhen",5,0.058983,c(114.063427, 22.541487)
"152",152,1985,30,156,"China",20667,"Shenzhen",5,0.193113,c(114.063427, 22.541487)
"153",153,1990,30,156,"China",20667,"Shenzhen",5,0.875,c(114.063427, 22.541487)
"154",154,1995,30,156,"China",20667,"Shenzhen",5,2.393747,c(114.063427, 22.541487)
"155",155,2000,26,156,"China",20667,"Shenzhen",5,6.550414,c(114.063427, 22.541487)
"156",156,2005,26,156,"China",20667,"Shenzhen",5,8.409066,c(114.063427, 22.541487)
"157",157,2010,24,156,"China",20667,"Shenzhen",5,10.222916,c(114.063427, 22.541487)
"158",158,2015,25,156,"China",20667,"Shenzhen",5,11.275391,c(114.063427, 22.541487)
"159",159,2020,26,156,"China",20667,"Shenzhen",5,12.35682,c(114.063427, 22.541487)
"160",160,2025,25,156,"China",20667,"Shenzhen",5,13.545445,c(114.063427, 22.541487)
"161",161,2030,24,156,"China",20667,"Shenzhen",5,14.537252,c(114.063427, 22.541487)
"162",162,2035,24,156,"China",20667,"Shenzhen",5,15.185481,c(114.063427, 22.541487)
"163",163,1950,14,156,"China",20689,"Tianjin",5,2.467096,c(117.18862, 39.108842)
"164",164,1955,15,156,"China",20689,"Tianjin",5,2.760676,c(117.18862, 39.108842)
"165",165,1960,16,156,"China",20689,"Tianjin",5,2.935185,c(117.18862, 39.108842)
"166",166,1965,17,156,"China",20689,"Tianjin",5,3.12062,c(117.18862, 39.108842)
"167",167,1970,19,156,"China",20689,"Tianjin",5,3.317826,c(117.18862, 39.108842)
"168",168,1975,21,156,"China",20689,"Tianjin",5,3.527495,c(117.18862, 39.108842)
"169",169,1980,21,156,"China",20689,"Tianjin",5,3.750476,c(117.18862, 39.108842)
"170",170,1985,22,156,"China",20689,"Tianjin",5,4.097324,c(117.18862, 39.108842)
"171",171,1990,24,156,"China",20689,"Tianjin",5,4.558206,c(117.18862, 39.108842)
"172",172,1995,23,156,"China",20689,"Tianjin",5,5.643951,c(117.18862, 39.108842)
"173",173,2000,25,156,"China",20689,"Tianjin",5,6.988727,c(117.18862, 39.108842)
"174",174,2005,25,156,"China",20689,"Tianjin",5,8.430065,c(117.18862, 39.108842)
"175",175,2010,25,156,"China",20689,"Tianjin",5,10.150076,c(117.18862, 39.108842)
"176",176,2015,19,156,"China",20689,"Tianjin",5,12.516041,c(117.18862, 39.108842)
"177",177,2020,20,156,"China",20689,"Tianjin",5,13.589078,c(117.18862, 39.108842)
"178",178,2025,22,156,"China",20689,"Tianjin",5,14.70408,c(117.18862, 39.108842)
"179",179,2030,23,156,"China",20689,"Tianjin",5,15.74524,c(117.18862, 39.108842)
"180",180,2035,23,156,"China",20689,"Tianjin",5,16.445898,c(117.18862, 39.108842)
"181",181,1950,26,170,"Colombia",20837,"Bogotá",6,0.630315,c(-74.08175, 4.60971)
"182",182,1955,26,170,"Colombia",20837,"Bogotá",6,0.894187,c(-74.08175, 4.60971)
"183",183,1960,24,170,"Colombia",20837,"Bogotá",6,1.268645,c(-74.08175, 4.60971)
"184",184,1965,23,170,"Colombia",20837,"Bogotá",6,1.779758,c(-74.08175, 4.60971)
"185",185,1970,22,170,"Colombia",20837,"Bogotá",6,2.383425,c(-74.08175, 4.60971)
"186",186,1975,22,170,"Colombia",20837,"Bogotá",6,3.040465,c(-74.08175, 4.60971)
"187",187,1980,22,170,"Colombia",20837,"Bogotá",6,3.525154,c(-74.08175, 4.60971)
"188",188,1985,23,170,"Colombia",20837,"Bogotá",6,4.086775,c(-74.08175, 4.60971)
"189",189,1990,23,170,"Colombia",20837,"Bogotá",6,4.740448,c(-74.08175, 4.60971)
"190",190,1995,25,170,"Colombia",20837,"Bogotá",6,5.488071,c(-74.08175, 4.60971)
